brand,model,year,engine_type,capacity,transmission,equipment,generation,priority,manual_path,has_manual,notes
Toyota,Corolla,2013,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",E140/E150,High,,FALSE,Популярная модель в РФ
Toyota,Corolla,2014,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",E170,High,,FALSE,Популярная модель в РФ
Toyota,Corolla,2015,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",E170,High,,FALSE,Популярная модель в РФ
Toyota,Corolla,2016,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",E170,High,,FALSE,Популярная модель в РФ
Toyota,Corolla,2017,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",E170,High,,FALSE,Популярная модель в РФ
Toyota,Corolla,2018,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",E170,High,,FALSE,Популярная модель в РФ
Toyota,Corolla,2019,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",E170,High,,FALSE,Популярная модель в РФ
Toyota,Corolla,2020,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2006,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,RAV4,2007,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,RAV4,2008,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,RAV4,2009,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,RAV4,2010,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2011,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2012,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2013,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2014,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2015,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2016,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2017,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2018,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2019,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,RAV4,2020,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2003,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Low,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2004,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Low,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2005,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2006,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2007,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2008,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2009,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2010,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2011,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2012,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2013,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2014,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2015,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2016,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2017,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2018,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2019,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Land Cruiser Prado,2020,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2008,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Highlander,2009,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Highlander,2010,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2011,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2012,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2013,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2014,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2015,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2016,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2017,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2018,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2019,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Highlander,2020,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Prius,2004,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Low,,FALSE,Популярная модель в РФ
Toyota,Prius,2005,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Prius,2006,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Prius,2007,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Prius,2008,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Prius,2009,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Toyota,Prius,2010,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Prius,2011,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Prius,2012,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Prius,2013,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Prius,2014,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Prius,2015,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Toyota,Prius,2016,"1JZ-GE, 1JZ-GTE, 2JZ-GE","1.6, 1.8, 2.0, 2.5, 3.5","Manual, Automatic","Standard, Comfort, Luxe",Unknown,High,,FALSE,Популярная модель в РФ
Lexus,RX,2003,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Low,,FALSE,Популярная модель в РФ
Lexus,RX,2004,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Low,,FALSE,Популярная модель в РФ
Lexus,RX,2005,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2006,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2007,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2008,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2009,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2010,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2011,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2012,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2013,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2014,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2015,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2016,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2017,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2018,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2019,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,RX,2020,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2006,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2007,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2008,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2009,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2010,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2011,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2012,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2013,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2014,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2015,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2016,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2017,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,ES,2018,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2005,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2006,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2007,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2008,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2009,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2010,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2011,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2012,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2013,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2014,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2015,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2016,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,IS,2017,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2005,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2006,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2007,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2008,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2009,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2010,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2011,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2012,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2013,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2014,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
Lexus,GS,2015,Unknown,Unknown,"Manual, Automatic","Standard, Comfort, Luxe",Unknown,Medium,,FALSE,Популярная модель в РФ
